Text,Label
"But you will learn more about Donald Trump by going down to the federal elections, where I filed a 104-page essentially financial statement of sorts, the forms that they have.",1
"Or maybe he doesn't want the American people, all of you watching tonight, to know that he's paid nothing in federal taxes, because the only years that anybody's ever seen were a couple of years when he had to turn them over to state authorities when he was trying to get a casino license, and they showed he didn't pay any federal income tax.",1
"And when we talk about your business, you've taken business bankruptcy six times.",1
You even at one time suggested that you would try to negotiate down the national debt of the United States.,1
"The gun epidemic is the leading cause of death of young African- American men, more than the next nine causes put together.",1
"In Chicago, they've had thousands of shootings, thousands since January 1st.",1
"And it's just a fact that if you're a young African-American man and you do the same thing as a young white man, you are more likely to be arrested, charged, convicted, and incarcerated.",1
I do want to bring up the fact that you were the one that brought up the words super-predator about young black youth.,1
They were pressing it very hard.,1
"But, remember, Donald started his career back in 1973 being sued by the Justice Department for racial discrimination because he would not rent apartments in one of his developments to African-Americans, and he made sure that the people who worked for him understood that was the policy.",1
And that's why I was so -- I was so shocked when Donald publicly invited Putin to hack into Americans.,1
"He actually advocated for the actions we took in Libya and urged that Gadhafi be taken out, after actually doing some business with him one time.",1
"But I said they have to focus on terror, also.",1
And they're going to do that.,1
And that was -- believe me -- I'm sure I'm not going to get credit for it -- but that was largely because of what I was saying and my criticism of NATO.,1
I did not support the war in Iraq.,1
"And my successor, John Kerry, and President Obama got a deal that put a lid on Iran's nuclear program without firing a single shot.",1
"Just to go down the list, we defend Japan, we defend Germany, we defend South Korea, we defend Saudi Arabia, we defend countries.",1
They do not pay us.,1
China is totally powerful as it relates to North Korea.,1
"One of the great giveaways of all time, of all time, including $400 million in cash.",1
"But this is a man who has called women pigs, slobs and dogs, and someone who has said pregnancy is an inconvenience to employers, who has said...",1
"Under my proposal, it's the biggest tax cut by far, of any candidate by far.",1
"Remember this, we're the highest taxed nation in the world.",1
We're the highest taxed nation in the world.,1
Our businesses pay more taxes than any businesses in the world.,1
"And as I have said and as now has come out, my predecessors did the same thing and many other people in the government.",1
"Well, when we talk about efforts to assist immigrants, Secretary Clinton prevailed upon the governor of New York, Elliot Spitzer, who wanted to do the right thing and provide driver's license to these who were undocumented, she said don't do it, and New York State still does not do it.",1
"And I said welcome those children into this country, Secretary Clinton said send them back.",1
"If you look at Latino kids between 17 and 20 who graduated high school, 36 percent of them are unemployed or underemployed...",1
African-American kids are unemployed or underemployed to the tune of 51 percent.,1
"The clean power plan is something that Senator Sanders has said he would delay implementing, which makes absolutely no sense.",1
"When she found out that there was a security camera, and that they had her on tape, all of a sudden that story changed.",1
"I think that — you know, when I hear Obama get up and say the biggest threat to the world today is global warming, I say, is this guy kidding?",1
"It’s made because the politicians — by the way, I’m self-funding.",1
"It sounded, when I was pressing Senator Cruz on it, sounded like he was saying he was saying he’d have a hard time supporting somebody who went after his wife.",1
"Well, because poor people don't vote.",1
"First of all, in virtually every national poll, I am the only one that beats Hillary Clinton consistently.",1
"And, by the way, we’re running a $2 billion surplus.",1
"Hillary Clinton who, as most people know, is a world class liar –   just look at her pathetic email and server statements, or her phony landing in Bosnia where she said she was under attack but the attack turned out to be young girls handing her flowers, a total self-serving lie.",1
"Hillary Clinton supported Bill Clinton's disastrous NAFTA, just like she supported China's entrance into the World Trade Organization.",1
We've lost nearly one-third of our manufacturing jobs since these two Hillary-backed agreements were signed.,1
Then she let China steal hundreds of billions of dollars in our intellectual property – a crime which is continuing to this day.,1
"Hillary Clinton gave China millions of our best jobs, and effectively let China completely rebuild itself.",1
"Now, because I have pointed out why it would be such a disastrous deal, she is pretending that she is against it.",1
"She has even deleted this record of total support from her book – deletion is something she is very good at -- (at least 30,000 emails are missing.)",1
"He was left helpless to die as Hillary Clinton soundly slept in her bed -- that's right, when the phone rang at 3 o'clock in the morning, she was sleeping.",1
Ambassador Stevens and his staff in Libya made hundreds of requests for security.,1
Hillary Clinton's State Department refused them all.,1
"Though I was not in government service, I was among the earliest to criticize the rush to war, and yes, even before the war ever started.",1
"In fact, Hillary Clinton supports a radical 550% increase in Syrian refugees coming into the United States, and that's an increase over President Obama's already very high number.",1
"Under her plan, we would admit hundreds of thousands of refugees from the most dangerous countries on Earth – with no way to screen who they are or what they believe.",1
"Already, hundreds of recent immigrants and their children have been convicted of terrorist activity inside the U.S.",1
"Hillary Clinton took up to $25 million from Saudi Arabia, where being gay is also punishable by death.",1
"Hillary took millions from Kuwait, Qatar, Oman and many other countries that horribly abuse women and LGBT citizens.",1
"She has pledged to grant mass amnesty and in her first 100 days, end virtually all immigration enforcement, and thus create totally open borders in the United States.",1
"For the amount of money Hillary Clinton would like to spend on refugees, we could rebuild every inner city in America.",1
Pass massive tax reform to create millions of new jobs.,1
Our military will have the best technology and finest equipment – we will bring it back all the way.,1
"The real wages for our workers have not been raised for 18 years -- but these wages will start going up, along with the new jobs.",1
"With that being said, if you look at voter registration, you look at the dead people that are registered to vote who vote, you look at people that are registered in two states, you look at all of these different things that are happening with registration, you take a look at those registration for -- you're going to find -- and we're going to do an investigation on it...",1
"You have people that are registered who are dead, who are illegals, who are in two states.",1
They vote twice.,1
"When you say in your opinion millions of illegal votes, that is something that is extremely fundamental to our functioning democracy, a fair and free election.",1
And he told me that they found no evidence of voter fraud.,1
You don't think it undermines your credibility if there's no evidence?,1
"Because they wouldn't -- they didn't come to me, believe me.",1
"And the answer was: Yes, absolutely.",1
"Right now, it's very easy to come in.",1
"Now, the audience was the biggest ever.",1
But this crowd was massive.,1
"We've seen an economy stifled by more taxes, more regulation, a war on coal, and a failing health care reform come to be known as Obamacare, and the American people know that we need to make a change.",1
"And as a candidate, he started his campaign with a speech where he called Mexicans rapists and criminals, and he has pursued the discredited and really outrageous lie that President Obama wasn't born in the United States.",1
These guys have praised Vladimir Putin as a great leader.,1
She had a Clinton Foundation accepting contributions from foreign governments.,1
"And Iraq has been overrun by ISIS, because Hillary Clinton failed to renegotiate...",1
"I think the fact that -- that under this past administration was of which Hillary Clinton was a part, we've almost doubled the national debt is atrocious.",1
He actually -- he actually tried to raise taxes by about $4 billion.,1
They want to expand it into a single-payer program.,1
"First, Donald Trump said wages are too high.",1
And both Donald Trump and Mike Pence think we ought to eliminate the federal minimum wage.,1
"I mean, the truth of the matter is, the policies of this administration, which Hillary Clinton and Senator Kaine want to continue, have run this economy into a ditch.",1
Fifteen million new jobs?,1
Richard Nixon released tax returns when he was under audit.,1
Donald Trump wrote a book and he said Social Security is a Ponzi scheme and privatization would be good for all of us.,1
But he had been stopped by police 40 or 50 times before that fatal incident.,1
"And if you look at sentencing in this country, African-Americans and Latinos get sentenced for the same crimes at very different rates.",1
"Hillary Clinton and Tim Kaine want to continue the policies of open borders, amnesty, catch and release, sanctuary cities, all the things that are driving -- that are driving wages down in this country, Senator, and also too often with criminal aliens in the country, it's bringing heartbreak.",1
He trash talks the military.,1
"The military is a disaster, John McCain's no hero, the generals need all to be fired, and I know more than them.",1
You didn't stop the nuclear weapons program.,1
Hillary Clinton and Tim Kaine want to increase the Syrian refugee program by 500...,1
"Elaine, the director of the FBI, our homeland security, said we can't know for certain who these people are coming from Syria.",1
More nations should get nuclear weapons.,1
"Well, he never said that, Senator.",1
we delivered $400 million in cash as a ransom payment for Americans held by the radical mullahs in Tehran.,1
It provides AIDS drugs to about 11.5 million people.,1
"A $20,000 portrait of Donald Trump?",1
Less than 10 cents on the dollar of the Clinton Foundation has gone to charitable causes.,1
And that is the fundamental difference between a Clinton-Kaine ticket and a Trump- Pence ticket that wants to punish women who make that choice.,1
"She worked across the aisle when she was first lady to get the CHIP program passed so that 8 million low-income kids have health insurance in this country, including 150,000 in Indiana.",1
"Today in America, we have more people in jail than any other country on Earth.",1
African-American youth unemployment is 51 percent.,1
Hispanic youth unemployment is 36 percent.,1
"I did say, when I was secretary of state, three years ago, that I hoped it would be the gold standard.",1
"You see every other major country saying to moms that, when you have a baby, we're not gonna separate you from your newborn baby, because we are going to have — we are gonna have medical and family paid leave, like every other country on Earth.",1
"Senator Sanders, you voted against the Brady bill that mandated background checks and a waiting period.",1
I never took a position on Keystone until I took a position on Keystone.,1
He could have been a whistleblower.,1
He could have gotten all of the protections of being a whistleblower.,1
"We have a criminal justice system that lets CEOs on Wall Street walk away, and yet we are imprisoning or giving jail sentences to young people who are smoking marijuana.",1
"Everyone is listening to you now, you came by the tens of millions to become part of a historic movement, the likes of which the world has never seen before.",1
"Mothers and children trapped in poverty in our inner cities, rusted-out factories, scattered like tombstones across the landscape of our nation, an education system flush with cash but which leaves our young and beautiful students deprived of all knowledge.",1
And the crime and the gangs and the drugs that have stolen too many lives and robbed our country of so much unrealized potential.,1
"For many decades, we have enriched foreign industry at the expense of American industry, subsidized the armies of other countries while allowing for the very sad depletion of our military.",1
We have defended other nations' borders while refusing to defend our own.,1
And spent trillions and trillions of dollars overseas while America's infrastructure has fallen into disrepair and decay.,1
"We’ve made other countries rich while the wealth, strength and confidence of our country has dissipated over the horizon.",1
"We will follow two simple rules, buy American and hire American.We will seek friendship and goodwill with the nations of the world, but we do so with the understanding that it is the right of all nations to put their own interests first.",1
"We gave them $1.7 billion in cash, which is unheard of.",1
I've been against the war in Iraq from the beginning.,1
ObamaCare is a disaster.,1
"You have to remember, ObamaCare doesn't work.",1
"I will tell you that sanctuary cities are -- they got a lot of problems, and if there is tremendous crime.",1
"But if you say for example that there are three million illegal aliens who voted and then, you don't have the data to back it up, some people is going to say, that is irresponsible for a president to say that.",1
"And when you look at the registration, and you see dead people that have voted, that are on many, many dead people are on that have voted, when you see people that are registered in two states that voted in two states, when you see other things, when you see illegals, people that are not citizens, and they are on the registration rolls.",1
Trump speech draft leaks hours in advance By NICK GASS These are the facts: Decades of progress made in bringing down crime are now being reversed by this Administration’s rollback of criminal enforcement.,1
Homicides last year increased by 17% in America’s fifty largest cities.,1
That’s the largest increase in 25 years.,1
"Nearly 180,000 illegal immigrants with criminal records, ordered deported from our country, are tonight roaming free to threaten peaceful citizens.",1
The number of new illegal immigrant families who have crossed the border so far this year already exceeds the entire total from 2015.,1
2 million more Latinos are in poverty today than when the President took his oath of office less than eight years ago.,1
"Household incomes are down more than $4,000 since the year 2000.",1
Our manufacturing trade deficit has reached an all-time high – nearly $800 billion in a single year.,1
"Our roads and bridges are falling apart, our airports are in Third World condition, and forty-three million Americans are on food stamps.",1
"In 2009, pre-Hillary, ISIS was not even on the map.",1
My opponent has called for a radical 550% increase in Syrian refugees on top of existing massive refugee flows coming into our country under President Obama.,1
She proposes this despite the fact that there’s no way to screen these refugees in order to find out who they are or where they come from.,1
"Instead, my opponent wants Sanctuary Cities.",1
"America has lost nearly-one third of its manufacturing jobs since 1997, following the enactment of disastrous trade deals supported by Bill and Hillary Clinton.",1
"While Hillary Clinton plans a massive tax increase, I have proposed the largest tax reduction of any candidate who has declared for the presidential race this year – Democrat or Republican.",1
"Middle-income Americans will experience profound relief, and taxes will be simplified for everyone.",1
America is one of the highest-taxed nations in the world.,1
My opponent wants to essentially abolish the 2nd amendment.,1
"An amendment, pushed by Lyndon Johnson, many years ago, threatens religious institutions with a loss of their tax-exempt status if they openly advocate their political views.",1
Our victory was a win like nobody has ever seen before.,1
[Applause],1
"There's been some movements that petered out like Bernie, petered out.",1
[Laughter],1
"But it was a little rigged against him, you know, super delegate, super delegate.",1
"She had so many delegates before the thing even started, I actually said to my people, how does that happen?",1
"We're getting bad ones out, those are the ones that go first and I said it from day one.",1
"In the Middle East, we've spent as of four weeks ago, $6 trillion.",1
"As we speak today, immigration offers are finding the gang members, the drug dealers and the criminal aliens and throwing them the hell out of our country.",1
"No one will dare question as they have been because we're very depleted, very, very depleted.",1
"Governor Romney, I'm glad that you recognize that al-Qaida's a threat because a few months ago when you were asked, what's the biggest geopolitical threat facing America, you said Russia — not al-Qaida, you said Russia.",1
"But what you can't do is spend $2 trillion in additional military spending that the military is not asking for, $5 trillion on tax cuts, you say that you're going to pay for it by closing loopholes and deductions without naming what those loopholes and deductions are, and then somehow you're also going to deal with the deficit that we've already got.",1
"I went to the Olympics that was out of balance, and we got it on balance and made a success there.",1
And then the president began what I've called an apology tour of going to — to various nations in the Middle East and — and criticizing America.,1
And I think that when the president said he was going to create daylight between ourselves and Israel that — that they noticed that as well.,1
"But when you were a candidate in 2008 — as I was — and I said, if I got bin Laden in our sights, I would take that shot, you said we shouldn't move heaven and earth to get one man, and you said we should ask Pakistan for permission.",1
"And as a consequence, veterans' unemployment is actually now lower than general population, it was higher when I came into office.",1
"You are familiar with jobs being shipped overseas, because you invested in companies that were shipping jobs overseas.",1
You were very clear that you would not provide government assistance to the U.S. auto companies even if they went through bankruptcy.,1
"The policies of the last four years have seen incomes in America decline every year for middle-income families, now down $4,300 during your term, 23 million Americans still struggling to find a good job.",1
"It's very familiar territory, news conferences, because we used to give them on an almost daily basis.",1
And they tried to hack the Republican National Committee and they were unable to break through.,1
"I mean if you look, this administration created ISIS by leaving at the wrong time.",1
"I didn't have to turn it down, because as you know, I have a no-conflict situation because I'm president, which is -- I didn't know about that until about three months ago, but it's a nice thing to have.",1
"So I could actually run my business, I could actually run my business and run government at the same time.",1
"But as president, I could run the Trump organization, great, great company, and I could run the company -- the country.",1
"But every president since the '70's has had a required audit from the IRS, the last place to release them, but as president sir...",1
"You know, the only one that cares about my tax returns are the reporters, OK?",1
"First of all, you learn very little to a tax return.",1
Paying for a hotel room is not a gift or a present and it has nothing to do with an office.,1
It's not an emolument.,1
"Some states have over a hundred percent increase and '17 and I said this two years ago, '17 is going to be the bad year.",1
"And I wanna thank United Technologies which owns Carrier, but we saved close to a thousand jobs.",1
And you'd have millions more workers right now in the United States that are -- 96 million really wanting a job and they can't get.,1
"As far as coming back in, number one, you wouldn't even be talking, and you wouldn't have asked that as the first question if it weren't for me when my opening when I talked about illegals immigration.",1
It wouldn't even be a big subject.,1
When they passed Obamacare they put a bailout fund in Obamacare.,1
"All these lobbyists you keep talking about, they put a bailout fund in the law that would allow public money to be used, taxpayer money, to bail out companies when they lost money.",1
"And, we led the effort and wiped out that bailout fund.",1
And what was amazing in that exchange that was missing is for decades Donald has been advocating socialized medicine.,1
"What he's said is government should pay for everyone's health care, and in fact, a couple of debates ago, he said, if you don't support socialized health care, you're heartless.",1
He said I was in favor of Libya?,1
"The stock market has hit record numbers, as you know.",1
"And there has been a tremendous surge of optimism in the business world, which is -- to me means something much different than it used to.",1
We got 306 because people came out and voted like they've never seen before so that's the way it goes.,1
I guess it was the biggest electoral college win since Ronald Reagan.,1
"In fact, we had to go quicker than we thought because of the bad decision we received from a circuit that has been overturned at a record number.",1
"I have heard 80 percent, I find that hard to believe, that is just a number I heard, that they are overturned 80 percent of the time.",1
Because it's an illegal process and the press should be ashamed of themselves.,1
"People -- I mean, you have a lower approval rate than Congress.",1
"Now, when WikiLeaks, which I had nothing to do with, comes out and happens to give, they're not giving classified information.",1
And you have seen that they tried to hack us and they failed.,1
We had Hillary Clinton give Russia 20 percent of the uranium in our country.,1
I have nothing to do with Russia.,1
Haven't made a phone call to Russia in years.,1
"I opposed TPP and have always opposed TPP, which is what you asked about.",1
"On Israel, Donald has said he wants to be neutral between Israel and the Palestinians.",1
"It seems to be worst in cities run by Democrats, governors of...",1
[ applause ],1
"But, you know, when I look at somebody like Hillary Clinton, who sits there and tells her daughter and a government official that no, this was a terrorist attack, and then tells everybody else that it was a video.",1
"Moved a 1.5 million illegal immigrants out of this country, moved them just beyond the border.",1
I understand that you cannot have someone who's battled cancer just become known as a pre-existing condition.,1
I understand that you cannot allow families to go bankrupt if they truly need help.,1
"But, I also understand that Obamacare isn't helping anyone.",1
There are more words in the IRS code than there are in the Bible — and — and not a one of them is as good.,1
"It's a deal that was designed for China to come in, as they always do, through the back door and totally take advantage of everyone.",1
"We're losing now over $500 billion in terms of imbalance with China, $75 billion a year imbalance with Japan.",1
We were hundreds of billions of dollars over budget.,1
Hundreds of billions of dollars over-budget.,1
Now you know the country's we're talking about and these were countries picked by Obama.,1
We've allowed thousands and thousands of people into our country and there was no way to vet those people.,1
"I would like it clear though, since we're talking about polls, I beat Hillary Clinton by more than 11 points, and the reason it happens...",1
[ cheering ],1
This guy has a number one — the number one absentee record in the United States...,1
"Donald Trump has written checks to Hillary Clinton not once, not twice, not three times.",1
Ten times.,1
"Well, look, you know, when a family flies into the World Trade Center, a man flies into the World Trade Center, and his family gets sent back to where they were going — and I think most of you know where they went — and, by the way, it wasn't Iraq — but they went back to a certain territory, they knew what was happening.",1
"Ninety-eight percent approval rating, we have an ""A"" from the Better Business Bureau...",1
"Unfortunately -- unfortunately, I remain one of the poorer members of the United States Senate.",1
"When this campaign began, I said that we got to end the starvation minimum wage of $7.25, raise it to $15.",1
Secretary Clinton said let's raise it to $12.,1
"So, then he went to the Congress, where he has been a largely very reliable supporter of the NRA.",1
"Well, I believe that the law that Senator Sanders voted for that I voted against, giving this special protection to gun manufacturers and to dealers, is an absolute abdication of responsibility on the part of those who voted for it.",1
They still want to privatize it.,1
"In fact, their whole idea is to turn over the Social Security Trust Fund to Wall Street, something you and I would never let happen.",1
"We've not had one question about a woman's right to make her own decisions about reproductive health care, not one question.",1
"You were for a single-payer system, a Canadian-style system.",1
"Because today in America, a third of our kids, after we spend more per student than any country in the world other than a couple rounding errors, to be honest with you, 30 percent are college- and/or career-ready.",1
"But we have to — I'm the only one on this stage that said: ""Do not go into Iraq.",1
Nobody else on this stage said that.,1
"But I said it, and I said it loud and clear, ""You'll destabilize the Middle East.""",1
I didn't say that I was going to moon somebody...,1
"Joseph Stalin said if you want to bring America down you, have to undermine three things: our spiritual life, our patriotism and our morality.",1
"And I'm the only candidate in the Democratic primary, or actually on either side, who Wall Street financiers and hedge fund managers are actually running ads against.",1
But I think that anybody who's actually looked at this has concluded that I have now put out all of my emails.,1
"Classified material has a header which says “top secret,” “secret,” “confidential.” Nothing — and I will repeat this, and this is verified in the report by the Department of Justice — none of the e-mails sent or received by me had such a header.",1
"He’s on record extensively supporting intervention in Libya, when Gadhafi was threatening to massacre his population.",1
"And I do think there is an agenda out there, supported by my opponent, to do just that.",1
The population of veterans has a rate of suicide far above the general population.,1
Twenty — twenty suicides a day.,1
I was totally against the war in Iraq.,1
I was able to get more votes than anybody ever has gotten in the history of Republican politics.,1
"And really, ISIS was formed.",1
"I think it’s very sad, when you look at Barack Obama, as an example, lands Air Force One in China, and they don’t want to put out stairs to get off the plane.",1
"Well, he does have an 82 percent approval rating, according to the different pollsters, who, by the way, some of them are based right here.",1
"Well, I think when he calls me brilliant, I’ll take the compliment, OK?",1
